,potential,iteration
253,0.03125,4999
254,0.21875,4999
255,0.03125,4999
256,0.46875,4999
257,0.03125,4999
258,0.03125,4999
259,0.46875,4999
260,0.03125,4999
261,0.0,1160
262,0.0,519
263,0.03125,4999
264,0.28125,4999
265,0.03125,4999
266,0.03125,4999
267,0.03125,4999
268,0.03125,4999
269,0.03125,4999
270,0.03125,4999
271,0.46875,4999
272,0.03125,4999
273,0.09375,4999
274,0.03125,4999
275,0.03125,4999
276,0.03125,4999
277,0.21875,4999
278,0.03125,4999
279,0.0,3314
280,0.03125,4999
281,0.03125,4999
282,0.40625,4999
283,0.03125,4999
284,0.03125,4999
285,0.0,3607
286,0.03125,4999
287,0.03125,4999
288,0.21875,4999
289,0.03125,4999
290,0.03125,4999
291,0.03125,4999
292,0.03125,4999
293,0.03125,4999
294,0.03125,4999
295,0.03125,4999
296,0.03125,4999
297,0.03125,4999
298,0.03125,4999
299,0.03125,4999
